Train data done.
[还, AD, DP:advmod, DPW:当, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[套, VV, DP:dep, DPW:要, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[。, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[再, AD, DP:advmod, DPW:有, DPPOS:VE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[有, VE, DP:nsubj, DPW:足够, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[一, CD, DP:nummod, DPW:张, DPPOS:M, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[张, M, DP:clf, DPW:128m, DPPOS:CD, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[128m, CD, DP:dep, DPW:有, DPPOS:VE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[的, DEC, DP:cpm, DPW:有, DPPOS:VE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[卡, VV, DP:mmod, DPW:足够, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[足够, VV, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[了, AS, DP:asp, DPW:足够, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[。, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[菜单, NN, DP:nsubj, DPW:用, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[用, VV, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:ATTR KEY:OP $$$$$$
[起来, VV, DP:rcomp, DPW:用, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:ATTR KEY:NONE $$$$$$
[方便, NN, DP:dobj, DPW:用, DPPOS:VV, OP:POS, EM:NONE] >> KEY:OP KEY:OP
[。, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[主要, AD, DP:advmod, DPW:是, DPPOS:VC, OP:POS, EM:NONE] >> KEY:NONE KEY:NONE
[是, VC, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[偷拍, NN, DP:nn, DPW:方便, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[方便, NN, DP:attr, DPW:是, DPPOS:VC, OP:POS, EM:NONE] >> KEY:OP KEY:OP
[,, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[拿, VV, DP:lccomp, DPW:时, DPPOS:LC, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[出来, VV, DP:comod, DPW:拿, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[时, LC, DP:loc, DPW:让, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[也, AD, DP:advmod, DPW:让, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[不, AD, DP:neg, DPW:让, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[会, VV, DP:mmod, DPW:让, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[让, VV, DP:dep, DPW:是, DPPOS:VC, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[人, NN, DP:dobj, DPW:让, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[觉得, VV, DP:dep, DPW:让, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[是, VC, DP:ccomp, DPW:觉得, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[相机, NN, DP:attr, DPW:是, DPPOS:VC, OP:NONE, EM:NONE] >> KEY:NONE KEY:ATTR $$$$$$

[就, AD, DP:advmod, DPW:是, DPPOS:VC, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[是, VC, DP:top, DPW:没有, DPPOS:VE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[半, AD, DP:advmod, DPW:按, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:ATTR KEY:NONE $$$$$$
[按, VV, DP:rcmod, DPW:时候, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:ATTR KEY:NONE $$$$$$
[的, DEC, DP:cpm, DPW:按, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:ATTR KEY:NONE $$$$$$
[时候, NN, DP:attr, DPW:是, DPPOS:VC, OP:NONE, EM:NONE] >> KEY:ATTR KEY:NONE $$$$$$
[没有, VE, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:ATTR KEY:NONE $$$$$$
[光圈, NN, DP:conj, DPW:快门, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:ATTR KEY:NONE $$$$$$
[和, CC, DP:cc, DPW:快门, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:ATTR KEY:NONE $$$$$$
[快门, NN, DP:nsubj, DPW:显示, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:ATTR KEY:NONE $$$$$$
[显示, VV, DP:dep, DPW:没有, DPPOS:VE, OP:NONE, EM:NONE] >> KEY:ATTR KEY:NONE $$$$$$
[就, AD, DP:advmod, DPW:是, DPPOS:VC, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[已经, AD, DP:advmod, DPW:是, DPPOS:VC, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[是, VC, DP:ccomp, DPW:显示, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[死, JJ, DP:amod, DPW:穴, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:OP KEY:NONE $$$$$$
[穴, NN, DP:attr, DPW:是, DPPOS:VC, OP:NONE, EM:NONE] >> KEY:OP KEY:NONE $$$$$$

[不好, AD, DP:neg, DPW:握, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[握, VV, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[,, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[一定, AD, DP:advmod, DPW:摸, DPPOS:VV, OP:POS, EM:NONE] >> KEY:NONE KEY:NONE
[会, VV, DP:mmod, DPW:摸, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:ATTR $$$$$$
[摸, VV, DP:dep, DPW:握, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:ATTR $$$$$$
[到, P, DP:prep, DPW:摸, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:ATTR $$$$$$
[LCD, NR, DP:pobj, DPW:到, DPPOS:P, OP:NONE, EM:NONE] >> KEY:NONE KEY:ATTR $$$$$$

[镜头, NN, DP:nsubj, DPW:好转, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:ATTR KEY:NONE $$$$$$
[也, AD, DP:advmod, DPW:好转, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[不, AD, DP:neg, DPW:好转, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[好转, VV, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:OP KEY:NONE $$$$$$
[,, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[一定, AD, DP:advmod, DPW:摸, DPPOS:VV, OP:POS, EM:NONE] >> KEY:NONE KEY:NONE
[会, VV, DP:mmod, DPW:摸, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[摸, VV, DP:dep, DPW:好转, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[到, P, DP:prep, DPW:摸, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[镜头, NN, DP:pobj, DPW:到, DPPOS:P, OP:NONE, EM:NONE] >> KEY:ATTR KEY:NONE $$$$$$

[用, VV, DP:dep, DPW:是, DPPOS:VC, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[了, AS, DP:asp, DPW:用, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[不, AD, DP:neg, DPW:是, DPPOS:VC, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[是, VC, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[很, AD, DP:advmod, DPW:久, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[久, VA, DP:ccomp, DPW:是, DPPOS:VC, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[., PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[1, CD, DP:dep, DPW:成像质量, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[。, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[成像质量, VV, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[好, VA, DP:dep, DPW:成像质量, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:OP KEY:OP
[；, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[2, CD, DP:dep, DPW:简单, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[。, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[菜单操作, NN, DP:nsubj, DPW:简单, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[简单, VA, DP:root, DPW:ROOT, DPPOS:ROOT, OP:POS, EM:NONE] >> KEY:OP KEY:OP
[；, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[3, CD, DP:dep, DPW:总结, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[。, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[其他, DT, DP:det, DPW:DX, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[DX, NN, DP:nsubj, DPW:总结, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[总结, VV, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[过, AS, DP:asp, DPW:总结, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[的, SP, DP:dep, DPW:总结, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[。, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[2, CD, DP:dep, DPW:合焦, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[。, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[光线, NN, DP:nsubj, DPW:合焦, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[不足, VA, DP:lccomp, DPW:时, DPPOS:LC, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[时, LC, DP:loc, DPW:合焦, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[，, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[合焦, VV, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:ATTR KEY:NONE $$$$$$
[困难, NN, DP:dobj, DPW:合焦, DPPOS:VV, OP:NEG, EM:NONE] >> KEY:OP KEY:OP
[；, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[特别, AD, DP:advmod, DPW:是, DPPOS:VC, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[是, VC, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[微, AD, DP:advmod, DPW:提, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[距, P, DP:prep, DPW:提, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[情况, NN, DP:lobj, DPW:下, DPPOS:LC, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[下, LC, DP:plmod, DPW:距, DPPOS:P, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[，, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[就, AD, DP:advmod, DPW:提, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[更, AD, DP:advmod, DPW:提, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[不用, AD, DP:neg, DPW:提, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[提, VV, DP:ccomp, DPW:是, DPPOS:VC, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[；, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[3, CD, DP:dep, DPW:-OUT, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[。, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[没有, VV, DP:rcmod, DPW:V, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[V, NN, DP:nsubj, DPW:-OUT, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[-OUT, VV, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[输出, NN, DP:dobj, DPW:-OUT, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[；, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[4, CD, DP:dep, DPW:容易, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[。, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[很, AD, DP:advmod, DPW:容易, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[容易, VA, DP:root, DPW:ROOT, DPPOS:ROOT, OP:POS, EM:NONE] >> KEY:OP KEY:OP
[，, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[或, CC, DP:cc, DPW:容易, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[经常, AD, DP:advmod, DPW:接触, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[不经意, AD, DP:neg, DPW:接触, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[接触, VV, DP:dep, DPW:容易, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[到, VV, DP:dep, DPW:容易, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[镜头, NN, DP:dobj, DPW:到, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[；, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[5, CD, DP:dep, DPW:绳, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[。, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[挂, VV, DP:nsubj, DPW:绳, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:ATTR KEY:NONE $$$$$$
[机, NN, DP:dobj, DPW:挂, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:ATTR KEY:NONE $$$$$$
[绳, VV, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:ATTR KEY:NONE $$$$$$
[很, AD, DP:advmod, DPW:别扭, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[别扭, VV, DP:ccomp, DPW:绳, DPPOS:VV, OP:NEG, EM:NONE] >> KEY:OP KEY:OP
[；, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[6, CD, DP:dep, DPW:有, DPPOS:VE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[。, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[按, P, DP:prep, DPW:有, DPPOS:VE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[快门, NN, DP:lobj, DPW:时, DPPOS:LC, OP:NONE, EM:NONE] >> KEY:ATTR KEY:NONE $$$$$$
[时, LC, DP:plmod, DPW:按, DPPOS:P, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[有, VE, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[滞后, VV, DP:dep, DPW:有, DPPOS:VE, OP:NONE, EM:NONE] >> KEY:OP KEY:NONE $$$$$$
[现象, NN, DP:dobj, DPW:滞后, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[；, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[7, CD, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[。, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[没有, VV, DP:conj, DPW:7, DPPOS:CD, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[真正, VA, DP:rcmod, DPW:档, DPPOS:NN, OP:POS, EM:NONE] >> KEY:NONE KEY:NONE
[的, DEC, DP:cpm, DPW:真正, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[手动, JJ, DP:amod, DPW:档, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[档, NN, DP:dobj, DPW:没有, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[；, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[85分, CD, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[！, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[当然, AD, DP:advmod, DPW:比, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[不, AD, DP:neg, DPW:比, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[能, VV, DP:mmod, DPW:比, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:ATTR $$$$$$
[和, P, DP:prep, DPW:比, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[专业, VA, DP:rcmod, DPW:东西, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:NONE KEY:OP $$$$$$
[一些, CD, DP:dep, DPW:专业, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[的, DEC, DP:cpm, DPW:专业, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[东西, NN, DP:pobj, DPW:和, DPPOS:P, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[比, VV, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:NONE KEY:ATTR $$$$$$
[。, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[?, X, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[再, AD, DP:advmod, DPW:距, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[上, DT, DP:dep, DPW:距, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[一, CD, DP:nummod, DPW:张, DPPOS:M, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[张, M, DP:dep, DPW:上, DPPOS:DT, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[微, AD, DP:advmod, DPW:距, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:ATTR $$$$$$
[距, VV, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:NONE KEY:ATTR $$$$$$

[?, X, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[?, X, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[没有, VE, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[ps, VV, DP:rcmod, DPW:图, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[过, AS, DP:asp, DPW:ps, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[的, DEC, DP:cpm, DPW:ps, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[原, JJ, DP:amod, DPW:图, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[图, NN, DP:dobj, DPW:没有, DPPOS:VE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[现在, NT, DP:tmod, DPW:买, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[要, VV, DP:mmod, DPW:买, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[买, VV, DP:rcmod, DPW:话, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:NONE KEY:OP $$$$$$
[的, DEC, DP:cpm, DPW:买, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[话, NN, DP:nsubj, DPW:考虑, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:ATTR $$$$$$
[可以, VV, DP:mmod, DPW:考虑, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[考虑, VV, DP:pccomp, DPW:漂亮, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:ATTR $$$$$$
[3500, CD, DP:range, DPW:考虑, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:ATTR $$$$$$
[了, SP, DP:dep, DPW:考虑, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[,, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[颜色, NN, DP:nsubj, DPW:漂亮, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[也, AD, DP:advmod, DPW:漂亮, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[漂亮, VA, DP:root, DPW:ROOT, DPPOS:ROOT, OP:POS, EM:NONE] >> KEY:OP KEY:OP
[些, M, DP:dep, DPW:漂亮, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[?, X, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[?, X, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[局部, NN, DP:nsubj, DPW:大, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:ATTR $$$$$$
[原, AD, DP:advmod, DPW:大, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[大, VA, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:NONE KEY:OP $$$$$$

[?, X, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[?, X, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[再, AD, DP:advmod, DPW:上, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[上, VV, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[价格, NN, DP:nsubj, DPW:够, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[不, AD, DP:neg, DPW:够, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[够, VA, DP:rcmod, DPW:傻瓜, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:NONE KEY:OP $$$$$$
[便宜, VA, DP:comod, DPW:够, DPPOS:VA, OP:POS, EM:NONE] >> KEY:OP KEY:OP
[,, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[较, AD, DP:advmod, DPW:聪明, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[聪明, VA, DP:dep, DPW:够, DPPOS:VA, OP:POS, EM:NONE] >> KEY:OP KEY:OP
[的, DEC, DP:cpm, DPW:够, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[傻瓜, NN, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:NONE KEY:OP $$$$$$

[家, NN, DP:nsubj, DPW:用, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[用, VV, DP:nsubj, DPW:选择, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[的, DEC, DP:cpm, DPW:用, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[不, AD, DP:neg, DPW:选择, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:OP KEY:NONE $$$$$$
[二, AD, DP:advmod, DPW:选择, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:OP KEY:NONE $$$$$$
[选择, VV, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:OP KEY:NONE $$$$$$
[,, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[出, VV, DP:ccomp, DPW:选择, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
